POINTID,Coarse,Clay,Silt,Sand,pH_CaCl2,pH_H2O,OC,CaCO3,N,P,K,CEC,EC
45182092,9.00005,30.00005,23.00005,47.00005,6.6,7.01,7.85,1.00005,0.8,8.60005,129.75,NaN,1.197
50241926,11.00005,30.00005,31.00005,39.00005,7.25,7.785,18.3,57,1.85,20.50005,204.65,NaN,2.0985
47882038,16.00005,46.00005,48.00005,6.00005,7.4,8.115,8.8,165.5,1.25,4.80005,583.6,NaN,1.804
43742218,38.00005,22.00005,25.00005,53.00005,7.5,8.055,10.35,66,1.35,9.90005,127.75,NaN,1.4745
47902078,16.00005,29.00005,41.00005,30.00005,7.4,8.045,15.4,466.5,1.75,67.6,642.1,NaN,3.452
47722096,14.00005,41.00005,50.00005,9.00005,7.5,8.195,12.45,205.5,1.2,5.70005,385.95,NaN,1.788
43722442,14.00005,31.00005,54.00005,15.00005,7.3,7.89,15.3,218.5,1.6,30.9,190.05,NaN,1.765
43622366,15.00005,30.00005,42.00005,28.00005,6.55,6.94,22.65,4.00005,2.4,6.10005,189,NaN,1.4165
43542384,15.00005,45.00005,47.00005,8.00005,7.3,7.81,16.3,86,1.9,11.60005,261.25,NaN,2.046
43382422,20.00005,30.00005,58.00005,12.00005,7.4,7.94,20.7,104.5,1.8,5.50005,188.85,NaN,2.0005
43222420,16.00005,36.00005,61.00005,3.00005,7.55,8.02,10.55,151,1.6,10.85,181.95,NaN,2.2935
41941786,4.00005,8.00005,7.00005,85.00005,6.7,7.07,6.25,1,0.7,8.20005,95.65,NaN,0.8065
42061858,24.00005,17.00005,41.00005,42.00005,5.8,6.105,13.85,5e-05,1.45,30.6,279.75,NaN,4.6075
42241882,15.00005,16.00005,24.00005,60.00005,5.9,6.355,22.6,5e-05,2,13.35,310.05,NaN,0.963
42241864,22.00005,19.00005,31.00005,50.00005,5.95,6.195,25.5,5e-05,2.4,6.30005,545.1,NaN,1.275
48222046,5.00005,31.00005,32.00005,37.00005,7.55,7.92,13.9,10.5,1.4,23.15,1488.75,NaN,2.714
